日期,产气量(104m3/d),产水量/m3/d,井底流压/MPa,地层压力/MPa,
2015/9/27,20.51257568,2.299999997,69.33894047,70.58423318,1.24529271
2015/9/28,1,1,67.6210624,70.58200076,2.96093836
2015/9/29,52.50019975,7.199999986,68.28730186,70.58200076,2.2946989
2015/9/30,106.7277101,5.999999989,66.91897977,70.57610885,3.65712908
2015/10/1,118.7110566,9.499999981,66.74031849,70.56401388,3.82369539
2015/10/2,118.7079565,8.999999982,66.80740364,70.55054938,3.74314574
2015/10/3,118.6885565,10.39999998,66.97035576,70.53708667,3.56673091
2015/10/4,118.9141573,8.499999983,66.83893536,70.52362759,3.68469223
2015/10/5,119.1148581,8.999999982,66.90215247,70.51014413,3.60799166
2015/10/6,119.1714583,8.999999982,66.91708485,70.49663915,3.5795543
2015/10/7,119.2284586,8.999999982,66.9214429,70.48312914,3.56168624
2015/10/8,119.2946588,8.999999982,66.92650721,70.46961404,3.54310683
2015/10/9,119.4294593,9.499999981,66.97523739,70.4560928,3.48085541
2015/10/10,123.7384761,9.499999981,66.69722933,70.44255759,3.74532826
2015/10/11,125.7584839,9.699999981,66.59990369,70.42853143,3.82862774
2015/10/12,125.9101845,9.199999982,66.5661859,70.414276,3.8480901
2015/10/13,125.9714847,8.999999982,66.54692753,70.40000484,3.85307731
2015/10/14,125.8884844,8.999999982,66.52955362,70.38572828,3.85617466
2015/10/15,125.9717847,8.999999982,66.52583765,70.3714628,3.84562515
2015/10/16,126.0593851,9.499999981,66.55732219,70.3571894,3.79986721
2015/10/17,125.9178845,9.399999981,66.52809684,70.34290759,3.81481075
2015/10/18,125.6771836,8.999999982,66.45934865,70.32864354,3.86929489
2015/10/19,125.6493835,9.299999982,66.46741214,70.31440858,3.84699644
2015/10/20,125.787784,8.999999982,66.4473777,70.30017837,3.85280067
2015/10/21,125.9257845,8.999999982,66.4375962,70.28593396,3.84833776
2015/10/22,125.9508846,9.499999981,66.46399379,70.2716754,3.80768161
2015/10/23,125.9771847,9.199999982,66.42394522,70.25741556,3.83347034
2015/10/24,126.0007848,9.499999981,66.42583865,70.24315433,3.81731568
2015/10/25,125.9997848,9.499999981,66.41519857,70.228892,3.81369343
2015/10/26,126.035785,9.199999982,66.37596659,70.21463138,3.83866479
2015/10/27,126.034985,9.499999981,66.36528663,70.20036826,3.83508163
2015/10/28,126.0256849,8.999999982,66.31912204,70.18610682,3.86698478
2015/10/29,126.0059848,8.999999982,66.28582605,70.17184805,3.886022
2015/10/30,126.054385,8.999999982,66.25814085,70.15759312,3.89945227
2015/10/31,126.1291853,8.999999982,66.24319431,70.14333427,3.90013996
2015/11/1,126.2690859,8.999999982,66.23363032,70.1290685,3.89543818
2015/11/2,126.2495858,8.999999982,66.210907,70.11478838,3.90388138
2015/11/3,126.3642862,9.499999981,66.21289729,70.10051208,3.88761479
2015/11/4,126.3736863,9.499999981,66.19255811,70.08622432,3.89366621
2015/11/5,126.3459862,9.499999981,66.16916728,70.0719371,3.90276982
2015/11/6,126.3824863,1,65.90880678,70.05765463,4.14884785
2015/11/7,126.4050864,1,65.88972382,70.04336962,4.1536458
2015/11/8,126.3585862,1,65.86456416,70.02908364,4.16451948
2015/11/9,126.307686,1,65.83901743,70.01480456,4.17578713
2015/11/10,126.3614862,1,65.82267737,70.00053288,4.17785551
2015/11/11,126.3583862,1,65.80133362,69.98625669,4.18492307
2015/11/12,129.7441993,1,65.56693371,69.97198245,4.40504874
2015/11/13,131.0017042,1,65.48183333,69.95732435,4.47549102
2015/11/14,131.0147043,1,65.45153175,69.94252479,4.49099304
2015/11/15,131.0438044,1,65.4332018,69.92772549,4.49452369
2015/11/16,131.0349044,1,65.40089657,69.91292459,4.51202802
2015/11/17,131.0492044,1,65.38121283,69.89812644,4.51691361
2015/11/18,130.7161031,1,65.32973586,69.88332839,4.55359253
2015/11/19,130.5346024,1,65.29215297,69.86856996,4.57641699
2015/11/20,86.08663002,1,67.66536825,69.8538339,2.18846565
2015/11/21,81.46861211,1,67.90738423,69.84415524,1.93677101
2015/11/22,81.83321352,1,67.88457654,69.83500256,1.95042602
2015/11/23,81.98881412,1,67.85013545,69.82580908,1.97567363
2015/11/24,82.06421442,1,67.80042069,69.81659857,2.01617788
2015/11/25,81.86441364,1,67.65972387,69.80738016,2.14765629
2015/11/26,83.38441954,1,67.70258016,69.79818513,2.09560497
2015/11/27,112.8100337,1,65.98698975,69.78881796,3.80182821
2015/11/28,118.7628568,1,65.22550872,69.77610617,4.55059745
2015/11/29,124.5553792,1,64.8734996,69.76271899,4.88921939
2015/11/30,125.008981,1,63.46801209,69.74867483,6.28066274
2015/12/1,124.9585808,1,65.27799311,69.73458068,4.45658757
2015/12/2,124.9554808,1,65.21443509,69.72049383,4.50605874
2015/12/3,125.0442811,1,65.12727877,69.7064089,4.57913013
2015/12/4,124.9821809,1,65.14293629,69.69231545,4.54937916
2015/12/5,124.7989802,1,65.11636136,69.67823062,4.56186926
2015/12/6,124.9606808,1,65.06721809,69.66416817,4.59695008
2015/12/7,125.004181,1,65.09212384,69.65008892,4.55796508
2015/12/8,124.9299807,1,65.05398132,69.63600629,4.58202497
2015/12/9,125.2464819,1,64.93408585,69.62193366,4.68784781
2015/12/10,126.0940852,1,64.8612596,69.60782666,4.74656706
2015/12/11,126.1547854,1,64.85609663,69.59362502,4.73752839
2015/12/12,126.1136853,1,64.84191728,69.57941808,4.7375008
2015/12/13,126.1376854,1,64.81242689,69.5652174,4.75279051
2015/12/14,126.0633851,1,64.78476602,69.55101559,4.76624957
2015/12/15,126.0137849,1,64.76983333,69.53682381,4.76699048
2015/12/16,125.9010844,1,64.73877522,69.52263925,4.78386403
2015/12/17,125.798584,1,64.70862349,69.50846907,4.79984558
2015/12/18,125.6935836,1,64.67825386,69.49431211,4.81605825
2015/12/19,125.782284,1,64.6650141,69.48016864,4.81515454
2015/12/20,125.796684,1,64.63466275,69.4660167,4.83135395
2015/12/21,125.790284,1,64.57084456,69.45186472,4.88102016
2015/12/22,125.7462838,1,64.5880332,69.43771504,4.84968184
2015/12/23,125.7050837,1,64.56330147,69.42357194,4.86027047
2015/12/24,125.8299842,1,64.53219422,69.40943509,4.87724087
2015/12/25,125.8275842,1,64.51089805,69.39528568,4.88438763
2015/12/26,125.8256841,1,64.48964609,69.38113812,4.89149203
2015/12/27,125.8624843,1,64.47182593,69.36699236,4.89516643
2015/12/28,125.8342842,1,64.45878331,69.35284402,4.89406071
2015/12/29,125.7382838,1,64.41864488,69.33870046,4.92005558
2015/12/30,117.9046534,1,63.81807835,69.32456937,5.50649102
2015/12/31,125.0311811,1,64.12404662,69.31132715,5.18728053
2016/1/1,124.9898809,1,64.32083177,69.2972792,4.97644743
2016/1/2,124.9482807,1,64.33826213,69.2832375,4.94497537
2016/1/3,124.508079,1,64.27841207,69.26920207,4.99079
2016/1/4,124.6612796,1,64.2707806,69.25521805,4.98443745
2016/1/5,124.75678,1,64.27918803,69.24121823,4.9620302
2016/1/6,124.6436796,1,64.24812764,69.22720916,4.97908152
2016/1/7,124.75968,1,64.237239,69.21321445,4.97597545
2016/1/8,124.7709801,1,64.22768355,69.19920817,4.97152462
2016/1/9,124.7716801,1,64.22774523,69.18520217,4.95745694
2016/1/10,124.1208775,1,64.15997593,69.17119764,5.01122171
2016/1/11,124.76128,1,64.18462416,69.1572683,4.97264414
2016/1/12,124.6332795,1,63.9517451,69.14326806,5.19152296
2016/1/13,124.5420792,1,63.86982561,69.12928386,5.25945825
2016/1/14,124.4199787,1,63.95404563,69.11531152,5.16126589
2016/1/15,124.2025779,1,64.07213998,69.10135454,5.02921456
2016/1/16,124.1501777,1,64.09920751,69.0874237,4.98821619
2016/1/17,124.0706773,1,64.06055921,69.07350032,5.01294111
2016/1/18,123.9233768,1,63.99484678,69.05958746,5.06474068
2016/1/19,123.9349768,1,63.99586422,69.0456928,5.04982858
2016/1/20,124.0684773,1,64.06036615,69.03179836,4.97143221
2016/1/21,123.8565765,1,64.02066679,69.01789037,4.99722358
2016/1/22,123.8228764,1,64.00715436,69.00400787,4.99685351
2016/1/23,123.9009767,1,64.02455855,68.9901307,4.96557215
2016/1/24,123.9632769,1,63.92443872,68.97624625,5.05180753
2016/1/25,123.5564753,1,63.84653016,68.96235629,5.11582613
2016/1/26,123.0645734,1,63.72956994,68.94851381,5.21894387
2016/1/27,123.5115752,1,63.77922486,68.93472841,5.15550355
2016/1/28,124.4395788,1,63.91355524,68.92089405,5.00733881
2016/1/29,125.2938821,1,64.03127331,68.90695644,4.87568313
2016/1/30,124.8615804,1,63.97190829,68.89292393,4.92101564
2016/1/31,124.3049783,1,63.89114194,68.87894179,4.98779985
2016/2/1,124.1385776,1,63.79204126,68.86502402,5.07298276
2016/2/2,88.28583855,1,65.85767254,68.85112658,2.99345404
2016/2/3,82.0595144,1,66.13703913,68.84127642,2.70423729
2016/2/4,83.01891812,1,66.15955936,68.83212959,2.67257023
2016/2/5,83.44751978,1,66.1194864,68.82287518,2.70338878
2016/2/6,83.62832048,1,66.04354266,68.81357309,2.77003043
2016/2/7,84.17602261,1,65.99984257,68.8042513,2.80440873
2016/2/8,84.4838238,1,65.97467304,68.79486842,2.82019538
2016/2/9,84.85082522,1,65.93146978,68.78545152,2.85398174
2016/2/10,85.35202717,1,65.90713156,68.77599394,2.86886238
2016/2/11,85.73082864,1,65.88647772,68.76648055,2.88000283
2016/2/12,85.99382966,1,65.88059188,68.75692516,2.87633328
2016/2/13,86.16783033,1,65.85862742,68.74734084,2.88871342
2016/2/14,86.25463067,1,65.74510003,68.73773764,2.99263761
2016/2/15,86.33503098,1,65.77151863,68.72812539,2.95660676
2016/2/16,86.81963286,1,65.76834634,68.71850481,2.95015847
2016/2/17,86.01402974,1,65.69828145,68.70883034,3.01054889
2016/2/18,86.33023096,1,65.6201034,68.69924743,3.07914403
2016/2/19,86.65233221,1,65.68269445,68.68962961,3.00693516
2016/2/20,86.92213326,1,65.67742161,68.67997622,3.00255461
2016/2/21,87.06453381,1,65.6428858,68.67029318,3.02740738
2016/2/22,87.27153461,1,65.63387836,68.66059484,3.02671648
2016/2/23,87.29723471,1,65.60306932,68.65087393,3.04780461
2016/2/24,87.30533474,1,65.58198012,68.64115087,3.05917075
2016/2/25,87.28733467,1,65.51613433,68.63142766,3.11529333
2016/2/26,87.60573591,1,65.56792797,68.62170724,3.05377927
2016/2/27,87.94683723,1,65.53486423,68.6119517,3.07708747
2016/2/28,88.1177379,1,65.52378305,68.6021585,3.07837545
2016/2/29,88.32213869,1,65.50400184,68.59234683,3.08834499
2016/3/1,88.64783995,1,65.49175324,68.5825129,3.09075966
2016/3/2,88.61813984,1,65.46834497,68.57264308,3.10429811
2016/3/3,88.74804034,1,65.45481491,68.56277737,3.10796246
2016/3/4,88.88304086,1,65.43083033,68.55289782,3.12206749
2016/3/5,83.19761881,1,65.72677924,68.54300385,2.81622461
2016/3/6,81.51391228,1,65.79244356,68.53375067,2.74130711
2016/3/7,82.01061421,1,65.7450028,68.52468768,2.77968488
2016/3/8,82.51991618,1,65.72010801,68.51556945,2.79546144
2016/3/9,83.12061851,1,65.67907863,68.50639456,2.82731593
2016/3/10,83.20321883,1,65.61900058,68.49715274,2.87815216
2016/3/11,83.48751994,1,65.48417068,68.48790232,3.00373164
2016/3/12,83.91492159,1,65.58479251,68.47862059,2.89382808
2016/3/13,84.21672276,1,65.57006152,68.46929146,2.89922994
2016/3/14,84.43992363,1,65.55076913,68.45992907,2.90915994
2016/3/15,84.86272527,1,65.53251377,68.45054228,2.91802851
2016/3/16,85.06192604,1,65.5119099,68.44110863,2.92919873
2016/3/17,84.97032569,1,65.51728022,68.4316533,2.91437308
2016/3/18,84.88202535,1,65.50124412,68.42220897,2.92096485
2016/3/19,85.0250259,1,65.49891689,68.4127753,2.91385841
2016/3/20,85.04082596,1,65.48905077,68.40332625,2.91427548
2016/3/21,85.04862599,1,65.4679062,68.39387615,2.92596995
2016/3/22,85.0245259,1,65.44486749,68.38442588,2.93955839
2016/3/23,85.1017262,1,65.43864788,68.37497903,2.93633115
2016/3/24,85.11512625,1,65.42864013,68.36552422,2.93688409
2016/3/25,85.03512594,1,65.41308348,68.35606863,2.94298515
2016/3/26,85.0774261,1,65.39398686,68.34662274,2.95263588
2016/3/27,85.15022639,1,65.3767057,68.33717281,2.96046711
2016/3/28,85.24512675,1,65.37154934,68.32771541,2.95616607
2016/3/29,85.25532679,1,65.35054849,68.31824807,2.96769958
2016/3/30,85.41352741,1,65.33837334,68.3087803,2.97040696
2016/3/31,85.55302795,1,65.32509983,68.29929547,2.97419564
2016/4/1,85.4642276,1,65.29818576,68.28979569,2.99160993
2016/4/2,85.45432757,1,65.28679037,68.28030661,2.99351624
2016/4/3,85.64982832,1,65.28767928,68.27081937,2.98314009
2016/4/4,85.75902875,1,65.27261659,68.26131089,2.9886943
2016/4/5,85.66612839,1,65.24544242,68.25179086,3.00634844
2016/4/6,85.68252845,1,65.22481798,68.242282,3.01746402
2016/4/7,85.94412946,1,65.20811211,68.23277202,3.02465991
2016/4/8,85.83092903,1,65.20131031,68.22323339,3.02192308
2016/4/9,85.83142903,1,65.17973369,68.2137082,3.03397451
2016/4/10,85.824729,1,65.16852775,68.20418369,3.03565594
2016/4/11,85.87932921,1,65.16100475,68.19466065,3.0336559
2016/4/12,85.94742948,1,65.15429629,68.18513221,3.03083592
2016/4/13,85.99192965,1,65.1461709,68.17559686,3.02942596
2016/4/14,85.60842816,1,65.29600422,68.16605724,2.87005302
2016/4/15,8.050627347,1,62.90349735,68.15656139,5.25306404
2016/4/16,1,1,67.12206859,68.15577011,1.03370152
2016/4/17,1,1,67.04526307,68.15577011,1.11050704
2016/4/18,1,1,67.00136969,68.15577011,1.15440042
2016/4/19,1,1,66.96844751,68.15577011,1.1873226
2016/4/20,1,1,66.93552347,68.15577011,1.22024664
2016/4/21,1,1,66.91357309,68.15577011,1.24219702
2016/4/22,1,1,66.90259758,68.15577011,1.25317253
2016/4/23,1,1,66.8586935,68.15577011,1.29707661
2016/4/24,55.77761246,1,66.4451627,68.15577011,1.71060741
2016/4/25,64.39214587,1,66.19389201,68.14962269,1.95573068
2016/4/26,72.61597777,1,65.84625071,68.14250887,2.29625816
2016/4/27,82.48781606,1,65.35053768,68.13447268,2.783935
2016/4/28,9.069431298,1,62.92073281,68.12532937,5.20459656
2016/4/29,1,1,62.90976088,68.12442398,5.2146631
2016/4/30,1,1,62.92634381,68.12442398,5.19808017
2016/5/1,1,1,62.94292623,68.12442398,5.18149775
2016/5/2,1,1,62.95950811,68.12442398,5.16491587
2016/5/3,1,1,62.97608946,68.12442398,5.14833452
2016/5/4,1,1,62.9926703,68.12442398,5.13175368
2016/5/5,1,1,63.00925061,68.12442398,5.11517337
2016/5/6,51.69089661,1,63.97405222,68.12442398,4.15037176
2016/5/7,82.51761617,1,65.37389045,68.11873661,2.74484616
2016/5/8,81.86211363,1,65.36871184,68.10959111,2.74087927
2016/5/9,81.79031335,1,65.3970697,68.10051982,2.70345012
2016/5/10,82.06511442,1,65.41279233,68.09145725,2.67866492
2016/5/11,82.14291472,1,65.42807135,68.08236451,2.65429316
2016/5/12,81.95321399,1,65.42802289,68.07326371,2.64524082
2016/5/13,81.80761342,1,65.40887839,68.06418485,2.65530646
2016/5/14,81.96061401,1,65.41762695,68.05512298,2.63749603
2016/5/15,81.97701408,1,65.42938494,68.04604461,2.61665967
2016/5/16,81.83861354,1,65.42687974,68.03696507,2.61008533
2016/5/17,81.83861354,1,65.43228969,68.02790171,2.59561202
2016/5/18,80.79300949,1,65.19968493,68.018839,2.81915407
2016/5/19,83.57222027,1,65.37018063,68.00989417,2.63971354
2016/5/20,83.61142042,1,65.37246968,68.00063846,2.62816878
2016/5/21,83.63592051,1,65.38471274,67.99137905,2.60666631
2016/5/22,83.60512039,1,65.39372572,67.98211758,2.58839186
2016/5/23,83.78562109,1,65.39346541,67.97286025,2.57939484
2016/5/24,83.70552078,1,65.42121396,67.96358338,2.54236942
2016/5/25,83.64052053,1,65.4282276,67.95431619,2.52608859
2016/5/26,84.33132321,1,65.40388203,67.94505696,2.54117493
2016/5/27,84.26522295,1,65.35675529,67.93572104,2.57896575
2016/5/28,84.26522295,1,65.35675529,67.92639322,2.56963793
2016/5/29,84.35202329,1,65.3618679,67.9170661,2.5551982
2016/5/30,84.4054235,1,65.36501572,67.90772995,2.54271423
2016/5/31,84.45162368,1,65.3461243,67.89838853,2.55226423
2016/6/1,84.50632389,1,65.33854496,67.88904264,2.55049768
2016/6/2,84.5871242,1,65.33251064,67.87969133,2.54718069
2016/6/3,84.54672404,1,65.30850681,67.87033167,2.56182486
2016/6/4,76.08519123,1,65.67866892,67.86097724,2.18230832
2016/6/5,73.22838015,1,65.76878918,67.85257082,2.08378164
2016/6/6,73.13057977,1,65.74209872,67.84448478,2.10238606
2016/6/7,73.09887964,1,65.71877594,67.83641022,2.11763428
2016/6/8,73.22378013,1,65.71428599,67.82833972,2.11405373
2016/6/9,73.40818084,1,65.72370191,67.82025578,2.09655387
2016/6/10,73.57908151,1,65.71074381,67.81215172,2.10140791
2016/6/11,73.55978143,1,65.68804893,67.80402906,2.11598013
2016/6/12,73.44198097,1,64.98706458,67.7959091,2.80884452
2016/6/13,73.41278086,1,65.65881507,67.78780285,2.12898778
2016/6/14,73.38678076,1,65.6357764,67.7797004,2.143924
2016/6/15,73.36608068,1,65.62386302,67.77160138,2.14773836
2016/6/16,72.23277628,1,65.59891909,67.76350521,2.16458612
2016/6/17,71.50497346,1,65.54071762,67.75553634,2.21481872
2016/6/18,70.85387094,1,65.59531241,67.7476494,2.15233699
2016/6/19,57.93452083,1,66.21396247,67.73983579,1.52587332
2016/6/20,57.78282024,1,66.17516584,67.73346766,1.55830182
2016/6/21,57.47571905,1,66.15197966,67.72711682,1.57513716
2016/6/22,57.47511904,1,66.1301471,67.72080065,1.59065355
2016/6/23,57.51231919,1,66.12072744,67.71448487,1.59375743
2016/6/24,57.43441889,1,66.09580901,67.70816525,1.61235624
2016/6/25,57.71221996,1,66.08510641,67.70185466,1.61674825
2016/6/26,57.54471931,1,66.06749729,67.69551333,1.62801604
2016/6/27,57.71201996,1,66.05238417,67.68919106,1.63680689
2016/6/28,57.7466201,1,66.04286678,67.6828504,1.63998362
2016/6/29,57.79572029,1,66.03393247,67.6765062,1.64257373
2016/6/30,57.86522056,1,66.02582008,67.67015684,1.64433676
2016/7/1,58.00222109,1,66.00952559,67.66380003,1.65427444
2016/7/2,58.1595217,1,66.01587439,67.65742823,1.64155384
2016/7/3,58.33792239,1,66.01219155,67.65103918,1.63884763
2016/7/4,58.50142303,1,65.99702237,67.64463052,1.64760815
2016/7/5,58.19232183,1,65.98448736,67.63820391,1.65371655
2016/7/6,58.06362133,1,65.95747678,67.63181219,1.67433541
2016/7/7,57.81612037,1,65.93659998,67.62543517,1.68883519
2016/7/8,57.81622037,1,65.92569737,67.61908614,1.69338877
2016/7/9,57.91372075,1,65.9187144,67.61273743,1.69402303
2016/7/10,57.92462079,1,65.89734013,67.60637815,1.70903802
2016/7/11,58.09142144,1,65.89316415,67.60001797,1.70685382
2016/7/12,58.17722177,1,65.8857277,67.59363949,1.70791179
2016/7/13,58.10172148,1,65.86086058,67.58725175,1.72639117
2016/7/14,58.61352346,1,65.87073603,67.58087277,1.71013674
2016/7/15,58.69152376,1,65.84120384,67.57443695,1.73323311
2016/7/16,58.34272241,1,65.81609167,67.56799276,1.75190109
2016/7/17,58.31872232,1,65.81511718,67.56158785,1.74647067
2016/7/18,58.52372311,1,65.80164091,67.55518596,1.75354505
2016/7/19,58.66942368,1,65.79667832,67.54876151,1.75208319
2016/7/20,58.65922364,1,65.76354252,67.54232112,1.7787786
2016/7/21,58.81242423,1,65.75890261,67.5358822,1.77697959
2016/7/22,58.95342478,1,65.74287277,67.52942651,1.78655374
2016/7/23,58.91152462,1,65.70843342,67.52295541,1.81452199
2016/7/24,59.12142543,1,65.70615783,67.51648933,1.8103315
2016/7/25,59.47952682,1,65.69914265,67.51000016,1.81085751
2016/7/26,59.80332807,1,65.69078996,67.50347134,1.81268138
2016/7/27,59.88212838,1,65.68317193,67.49690672,1.81373479
2016/7/28,59.98432878,1,65.66563275,67.49033366,1.82470091
2016/7/29,60.38323032,1,65.67146134,67.48374953,1.81228819
2016/7/30,60.42493049,1,65.66231434,67.47712123,1.81480689
2016/7/31,60.64083132,1,65.66052107,67.47048864,1.80996757
2016/8/1,60.86553219,1,65.65913438,67.4638323,1.80469792
2016/8/2,60.86093218,1,65.63713666,67.45715124,1.82001458
2016/8/3,60.95553254,1,65.64115336,67.45047106,1.8093177
2016/8/4,60.58793112,1,65.60377375,67.44378069,1.84000694
2016/8/5,60.50413079,1,65.60023559,67.43713169,1.8368961
2016/8/6,60.82983206,1,65.5922097,67.4304924,1.8382827
2016/8/7,61.03513285,1,65.57913016,67.42381713,1.84468697
2016/8/8,60.96763259,1,65.56535602,67.41711931,1.85176329
2016/8/9,60.73113167,1,65.54441372,67.41042939,1.86601567
2016/8/10,60.97563262,1,65.55479395,67.40376621,1.84897226
2016/8/11,61.00853275,1,65.54529147,67.39707612,1.85178465
2016/8/12,21.00287758,1,64.38314323,67.39038272,3.00723949
2016/8/13,1,1,65.95792367,67.38815167,1.430228
2016/8/14,1,1,65.8479764,67.38815167,1.54017527
2016/8/15,1,1,65.81498805,67.38815167,1.57316362
2016/8/16,1,1,65.78199775,67.38815167,1.60615392
2016/8/17,1,1,65.74900553,67.38815167,1.63914614
2016/8/18,1,1,65.7380077,67.38815167,1.65014397
2016/8/19,1,1,65.72700965,67.38815167,1.66114202
2016/8/20,1,1,65.70501288,67.38815167,1.68313879
2016/8/21,1,1,65.69401418,67.38815167,1.69413749
2016/8/22,1,1,65.68301527,67.38815167,1.7051364
2016/8/23,1,1,65.6610168,67.38815167,1.72713487
2016/8/24,1,1,65.65001723,67.38815167,1.73813444
2016/8/25,1,1,61.34302231,67.38815167,6.04512936
2016/8/26,1,1,65.6610168,67.38815167,1.72713487
2016/8/27,1,1,65.61701725,67.38815167,1.77113442
2016/8/28,1,1,65.58401531,67.38815167,1.80413636
2016/8/29,1,1,65.58401531,67.38815167,1.80413636
2016/8/30,1,1,65.58401531,67.38815167,1.80413636
2016/8/31,1,1,65.55101144,67.38815167,1.83714023
2016/9/1,1,1,65.55101144,67.38815167,1.83714023
2016/9/2,1,1,65.55101144,67.38815167,1.83714023
2016/9/3,1,1,65.51800561,67.38815167,1.87014606
2016/9/4,1,1,65.52900777,67.38815167,1.8591439
2016/9/5,1,1,65.50150196,67.38815167,1.88664971
2016/9/6,1,1,65.4739948,67.38815167,1.91415687
2016/9/7,1,1,65.49600064,67.38815167,1.89215103
2016/9/8,1,1,65.45198809,67.38815167,1.93616358
2016/9/9,1,1,65.4739948,67.38815167,1.91415687
2016/9/10,1,1,65.42998052,67.38815167,1.95817115
2016/9/11,1,1,65.42998052,67.38815167,1.95817115
2016/9/12,1,1,65.40797206,67.38815167,1.98017961
2016/9/13,1,1,65.41897639,67.38815167,1.96917528
2016/9/14,1,1,65.41897639,67.38815167,1.96917528
2016/9/15,1,1,65.36395255,67.38815167,2.02419912
2016/9/16,1,1,65.38596276,67.38815167,2.00218891
2016/9/17,1,1,65.36395255,67.38815167,2.02419912
2016/9/18,1,1,65.31992957,67.38815167,2.0682221
2016/9/19,1,1,65.33093564,67.38815167,2.05721603
2016/9/20,39.256,2.5,65.07298488,67.38815167,2.31516679
2016/9/21,52.5693,6.01,65.97162905,67.38388483,1.41225578
2016/9/22,54.4481,5.94,65.88113954,67.37813334,1.4969938
2016/9/23,55.9981,5.97,65.79160049,67.37217259,1.5805721
2016/9/24,56.4137,6.01,65.70957831,67.36603929,1.65646098
2016/9/25,57.313,6.16,65.711225,67.35985994,1.64863494
2016/9/26,57.7891,5.72,65.61529344,67.35358062,1.73828718
2016/9/27,57.5422,5.7,65.605626,67.34724854,1.74162254
2016/9/28,57.3226,6.14,65.65363948,67.34094431,1.68730483
2016/9/29,57.4245,6.21,65.65594507,67.33466489,1.67871982
2016/9/30,57.6192,6.25,65.64480681,67.32837442,1.68356761
2016/10/1,57.8403,6.27,65.64263944,67.32206257,1.67942313
2016/10/2,58.0234,6.31,65.63185769,67.3157264,1.68386871
2016/10/3,57.878,7.01,65.7304539,67.30937014,1.57891624
2016/10/4,58.1128,6.62,65.64663648,67.30303042,1.65639394
2016/10/5,58.2056,6.75,65.67888103,67.29666485,1.61778382
2016/10/6,58.2445,6.24,65.58375021,67.29028927,1.70653906
2016/10/7,58.5532,6.06,65.55504774,67.28390968,1.72886194
2016/10/8,58.805,5.72,65.50155113,67.27749602,1.77594489
2016/10/9,58.9936,5.47,65.44930439,67.27105464,1.82175025
2016/10/10,59.0734,5.26,65.42174772,67.26459258,1.84284486
2016/10/11,58.9048,5.08,65.38011158,67.25812196,1.87801038
2016/10/12,58.908,5.32,65.41429232,67.25167047,1.83737815
2016/10/13,58.8953,5.01,65.35916908,67.24521896,1.88604988
2016/10/14,59.0413,5.41,65.40936984,67.2387692,1.82939936
2016/10/15,59.0005,4.82,65.31381828,67.23230352,1.91848524
2016/10/16,58.9115,5.06,65.33363666,67.22584271,1.89220605
2016/10/17,59.0355,4.98,65.33706726,67.21939216,1.8823249
2016/10/18,59.1296,5.11,65.32576639,67.21292814,1.88716175
2016/10/19,59.0465,5.39,65.3737429,67.20645397,1.83271107
2016/10/20,59.0735,5.05,65.31557213,67.1999894,1.88441727
2016/10/21,59.0765,4.89,65.28208793,67.19352216,1.91143423
2016/10/22,59.1367,5.06,65.31881845,67.18705493,1.86823648
2016/10/23,59.3295,5.27,65.3435231,67.18058133,1.83705823
2016/10/24,59.2688,5.03,65.28555726,67.17408661,1.88852935
2016/10/25,59.2991,5.35,65.34273381,67.16759898,1.82486517
2016/10/26,59.0711,5.24,65.30940817,67.16110832,1.85170015
2016/10/27,59.0715,5.18,65.28998541,67.15464339,1.86465798
2016/10/28,58.9058,5.16,65.28230045,67.14817875,1.8658783
2016/10/29,58.6423,5.22,65.26129954,67.14173289,1.88043335
2016/10/30,58.7074,4.89,65.09595534,67.1353167,2.03936136
2016/10/31,58.8749,5.16,65.21575699,67.1288936,1.91313661
2016/11/1,58.992,4.65,65.18026337,67.1224522,1.94218883
2016/11/2,58.8631,5.14,65.2342785,67.11599809,1.88171959
2016/11/3,58.7554,5.91,65.33089805,67.10955867,1.77866062
2016/11/4,58.8019,5.92,65.3335815,67.10313157,1.76955007
2016/11/5,58.9193,5.56,65.29623282,67.09669963,1.80046681
2016/11/6,58.9428,6.01,65.32889585,67.09025496,1.76135911
2016/11/7,59.0363,6.06,65.32773386,67.08380802,1.75607416
2016/11/8,59.0115,6.06,65.30514962,67.07735101,1.77220139
2016/11/9,58.9588,5.56,65.22089887,67.0708971,1.84999823
2016/11/10,59.0176,5.39,64.82616919,67.06444939,2.2382802
2016/11/11,59.0406,5.55,65.21064802,67.05799548,1.84734746
2016/11/12,59.1929,5.62,65.22511459,67.05153934,1.82642475
2016/11/13,59.1783,5.08,65.13682795,67.0450666,1.90823865
2016/11/14,59.4108,5.76,65.24075221,67.03859583,1.79784362
2016/11/15,59.4437,5.65,65.21517163,67.03209954,1.81692791
2016/11/16,59.5276,5.43,65.18603743,67.02559994,1.83956251
2016/11/17,59.424,5.13,65.14037855,67.01909135,1.8787128
2016/11/18,53.2459,4.68,65.33019106,67.01259462,1.68240356
2016/11/19,52.6815,4.43,65.26691564,67.00678518,1.73986954
2016/11/20,52.7731,4.42,65.26744097,67.00103878,1.73359781
2016/11/21,52.9765,4.11,65.2029114,66.99528245,1.79237105
2016/11/22,53.6991,4.09,65.20833267,66.98950378,1.78117111
